Nom,Lien Profil,Image,Traits,Tags,Anime Associé,Manga Associé
Rangiku MATSUMOTO,https://www.anime-planet.com/characters/rangiku-matsumoto,https://cdn.anime-planet.com/characters/primary/rangiku-matsumoto-1-265x371.webp?t=1727613156,"Female, Orange Hair","Agent of the Afterlife, Birthmark / Mole, Flirt, Heavy Drinker, Lazy, Shinigami, Sword Fighter",Bleach,Bleach
Mayuri SHIINA,https://www.anime-planet.com/characters/mayuri-shiina,https://cdn.anime-planet.com/characters/primary/mayuri-shiina-1-190x266.jpg?t=1625972831,"Female, Black Hair","Cosplayer, Hat, Part Time Employee, Teenager",Steins;Gate,Steins;Gate
Rikka TAKANASHI,https://www.anime-planet.com/characters/rikka-takanashi,https://cdn.anime-planet.com/characters/primary/rikka-takanashi-1-190x266.jpg?t=1625979070,"Female, Purple Hair","Bandages, Chuunibyou, Club President, Eye Patch, Hair Antenna, Hair Ribbons, High School Student, Teenager","Love, Chunibyo & Other Delusions!","Love, Chunibyo & Other Delusions (Light Novel)"
Hollow Ichigo,https://www.anime-planet.com/characters/hollow-ichigo,https://cdn.anime-planet.com/characters/primary/hollow-ichigo-1-130x185.jpg?t=1625968643,"Male, White Hair","Bloodthirsty, Sadistic, Sword Fighter",Bleach,Bleach
Koyomi ARARAGI,https://www.anime-planet.com/characters/koyomi-araragi,https://cdn.anime-planet.com/characters/primary/koyomi-araragi-1-190x266.jpg?t=1625965329,"Male, Black Hair","Blinding Bangs, Class Representative, Hair Antenna, High School Student, Immortal, Pervert, Sister Complex, Superpowers, Teenager",Bakemonogatari,Amarimonogatari (Light Novel)
Franky,https://www.anime-planet.com/characters/franky-flam,https://cdn.anime-planet.com/characters/primary/franky-flam-1-190x288.jpg?t=1625965218,"Male, Blue Hair","Adult, Barefoot, Crybaby, Cyborg, Pirate, Sailor, Scantily-clad, Shipwright, Sideburns, Sunglasses",ARASHI: A-RA-SHI : Reborn,One Piece
Minene URYUU,https://www.anime-planet.com/characters/minene-uryuu,https://cdn.anime-planet.com/characters/primary/minene-uryuu-1-190x267.jpg?t=1625971213,"Female, Purple Hair","Adult, Biker, Bloodthirsty, Explosives Expert, Eye Patch, Orphan, Ruthless, Superpowers, Terrorist, Tsundere",Future Diary,Future Diary
Leorio PALADIKNIGHT,https://www.anime-planet.com/characters/leorio-paladiknight,https://cdn.anime-planet.com/characters/primary/leorio-paladiknight-1-190x267.jpg?t=1625968458,"Male, Black Hair","Knife Fighter, Sunglasses, Teenager",Hunter x Hunter,Hunter x Hunter
Crona,https://www.anime-planet.com/characters/crona,https://cdn.anime-planet.com/characters/primary/crona-1-190x266.jpg?t=1625965412,Pink Hair,"Blood Power, Shy, Sword Fighter, Teenager",Soul Eater,Soul Eater
Christa LENZ,https://www.anime-planet.com/characters/christa-lenz,https://cdn.anime-planet.com/characters/primary/christa-lenz-1-190x267.jpg?t=1625972797,"Female, Blonde Hair","Military, Sword Fighter",20-pun de Oitsukeru: Attack on Titan,Attack on Titan
Aru AKISE,https://www.anime-planet.com/characters/aru-akise,https://cdn.anime-planet.com/characters/primary/aru-akise-1-285x399.webp?t=1634230467,"Male, Grey Hair","Analytical, Detective, LGBT+, Middle School Student, Teenager",Future Diary,Future Diary
Edward,https://www.anime-planet.com/characters/edward,https://cdn.anime-planet.com/characters/primary/edward-1-190x266.jpg?t=1625965256,"Female, Orange Hair","Barefoot, Bounty Hunter, Dark-skinned, Goggles, Hacker, Hyperactive, Rosy Cheeks",Cowboy Bebop,Cowboy Bebop
Levy MCGARDEN,https://www.anime-planet.com/characters/levy-mcgarden,https://cdn.anime-planet.com/characters/primary/levy-mcgarden-1-190x286.jpg?t=1625967054,"Female, Blue Hair","Bookworm, Headband, Magic User",Fairy Tail,Fairy Girls
Ryomen Sukuna,https://www.anime-planet.com/characters/ryomen-sukuna,https://cdn.anime-planet.com/characters/primary/ryomen-sukuna-1-190x266.jpg?t=1633122172,"Male, Brown Hair","Cruel, Demon, Face Markings, Ruthless, Shared Body",Eve: Kaikai Kitan,Jujutsu Kaisen
Tobi,https://www.anime-planet.com/characters/tobi,https://cdn.anime-planet.com/characters/primary/tobi-1-130x180.jpg?t=1625965467,"Male, Black Hair","Masks, Ninja",Naruto Shippuden,Naruto
Violet EVERGARDEN,https://www.anime-planet.com/characters/violet-evergarden,https://cdn.anime-planet.com/characters/primary/violet-evergarden-1-190x266.jpg?t=1626004258,"Female, Blonde Hair","Amnesia, Artificial Limb, Braids, Gloves, Hair Buns, Hair Ribbons, Martial Artist, Military Veteran, Orphan, Stoic, Teenager, Writer",5-fun de Wakaru: Violet Evergarden,Violet Evergarden: Ever After (Light Novel)
Finnian,https://www.anime-planet.com/characters/finnian,https://cdn.anime-planet.com/characters/primary/finnian-1-285x399.webp?t=1660688350,"Male, Blonde Hair","Airhead, Clumsy, Gardener, Hat",Black Butler,Black Butler
Seras VICTORIA,https://www.anime-planet.com/characters/seras-victoria,https://cdn.anime-planet.com/characters/primary/seras-victoria-1-190x266.jpg?t=1625965337,"Female, Blonde Hair","Gunslinger, Oversized Weapon, Vampire, Vampire Hunter",Hellsing,Hellsing
Senkuu ISHIGAMI,https://www.anime-planet.com/characters/senkuu-ishigami,https://cdn.anime-planet.com/characters/primary/senkuu-ishigami-1-190x266.jpg?t=1626007250,"Male, Multicolored Hair","Analytical, Anti-Gravity Hair, Scar, Scientist, Teenager",Dr. Stone,Dr. Stone
Rei AYANAMI,https://www.anime-planet.com/characters/rei-ayanami,https://cdn.anime-planet.com/characters/primary/rei-ayanami-1-190x266.jpg?t=1625966262,"Female, Blue Hair","Kuudere, Mecha Pilot, Middle School Student, Stoic, Teenager",Attack Zero x Evangelion,Neon Genesis Evangelion
Momo YAOYOROZU,https://www.anime-planet.com/characters/momo-yaoyorozu,https://cdn.anime-planet.com/characters/primary/momo-yaoyorozu-1-285x399.webp?t=1727807870,"Female, Black Hair","Analytical, Class Representative, High School Student, Ponytail, Superpowers, Teenager, Wealthy",My Hero Academia,My Hero Academia
Kyou FUJIBAYASHI,https://www.anime-planet.com/characters/kyou-fujibayashi,https://cdn.anime-planet.com/characters/primary/kyou-fujibayashi-1-190x266.jpg?t=1625965421,"Female, Purple Hair","Tsundere, Twin",Clannad,Clannad
Yuuri KATSUKI,https://www.anime-planet.com/characters/yuuri-katsuki,https://cdn.anime-planet.com/characters/primary/yuuri-katsuki-1-190x266.jpg?t=1626003036,"Male, Black Hair","Adult, Athlete, Bisexual, Dandere, Glasses, Ice Skater, LGBT+, Shy",Yuri!!! on Ice,Aucun manga
Simon,https://www.anime-planet.com/characters/simon,https://cdn.anime-planet.com/characters/primary/simon-1-130x188.jpg?t=1625965835,"Male, Blue Hair","Bandages, Goggles, Mecha Pilot, Orphan",Gurren Lagann Movie 1: Childhood's End,Tengen Toppa Gurren Lagann
Shouya ISHIDA,https://www.anime-planet.com/characters/shouya-ishida,https://cdn.anime-planet.com/characters/primary/shouya-ishida-1-190x266.jpg?t=1625991975,"Male, Black Hair",,A Silent Voice,A Silent Voice
Masami IWASAWA,https://www.anime-planet.com/characters/masami-iwasawa,https://cdn.anime-planet.com/characters/primary/masami-iwasawa-1-190x266.jpg?t=1625967783,"Female, Red Hair","Band Member, Guitarist, Musician, Singer",Angel Beats!,Angel Beats! Heaven's Door
Mugen,https://www.anime-planet.com/characters/mugen,https://cdn.anime-planet.com/characters/primary/mugen-1-285x400.webp?t=1678419479,"Male, Black Hair","Bloodthirsty, Dark-skinned, Facial Hair, Hot-Headed, Piercings, Sword Fighter, Tattoo, Traveler",Samurai Champloo,Samurai Champloo
Hak SON,https://www.anime-planet.com/characters/hak-son,https://cdn.anime-planet.com/characters/primary/hak-son-1-285x400.webp?t=1675441833,"Male, Black Hair","Bodyguard, Lancer, Mischievous, Nobility, Orphan, Teenager, Traveler",Yona of the Dawn,Yona of the Dawn
Minori KUSHIEDA,https://www.anime-planet.com/characters/minori-kushieda,https://cdn.anime-planet.com/characters/primary/minori-kushieda-1-190x285.jpg?t=1625965238,"Female, Pink Hair","Athlete, Baseball Player, High School Student, Hyperactive, Part Time Employee, Teenager",Okami-san & Her Seven Companions,Toradora!
Raphtalia,https://www.anime-planet.com/characters/raphtalia,https://cdn.anime-planet.com/characters/primary/raphtalia-1-190x266.jpg?t=1625992951,"Female, Brown Hair","Animal Ears, Choker, Gloves, Orphan, Sword Fighter, Tail",Isekai Quartet 2,Tate no Yuusha no Oshi Nagaki
Ino YAMANAKA,https://www.anime-planet.com/characters/ino-yamanaka,https://cdn.anime-planet.com/characters/primary/ino-yamanaka-1-285x398.webp?t=1725546019,"Female, Blonde Hair","Florist, Ninja, Ponytail, Psychic Powers",Boruto: Naruto Next Generations,Boruto
Gohan SON,https://www.anime-planet.com/characters/gohan-son,https://cdn.anime-planet.com/characters/primary/gohan-son-1-190x266.jpg?t=1625966045,"Male, Black Hair","Big Eater, Half-Breed, Martial Artist, Muscular",Dragon Ball Daima,Dragon Ball SD
Sadao MAOU,https://www.anime-planet.com/characters/sadao-maou,https://cdn.anime-planet.com/characters/primary/sadao-maou-1-285x400.webp?t=1662128508,"Male, Black Hair","Analytical, Charismatic, Demon, Demon King, Horns, Human Guise, Magic User, Part Time Employee, Person in a Strange World, Poor, Royalty",The Devil is a Part-Timer!,The Devil is a Part-Timer!
Hinami FUEGUCHI,https://www.anime-planet.com/characters/hinami-fueguchi,https://cdn.anime-planet.com/characters/primary/hinami-fueguchi-1-190x297.jpg?t=1625991720,"Female, Brown Hair","Bookworm, Exotic Eyes, Headband, Monster, Shy, Teenager",Tokyo Ghoul,Tokyo Ghoul
Tetsurou KUROO,https://www.anime-planet.com/characters/tetsurou-kuroo,https://cdn.anime-planet.com/characters/primary/tetsurou-kuroo-1-190x266.jpg?t=1625991527,"Male, Black Hair","Athlete, High School Student, Team Captain, Teenager, Volleyball Player",Haikyuu!!,Haikyuu!!
Asuka Langley SORYU,https://www.anime-planet.com/characters/asuka-langley-soryu,https://cdn.anime-planet.com/characters/primary/asuka-langley-soryu-1-190x267.jpg?t=1625966262,"Female, Orange Hair","Big Ego, Bossy, Foreigner, Hot-Headed, Mecha Pilot, Middle School Student, Teenager, Transfer Student, Tsundere",Evangelion: 2.0 You Can (Not) Advance,Neon Genesis Evangelion
Momiji SOHMA,https://www.anime-planet.com/characters/momiji-sohma,https://cdn.anime-planet.com/characters/primary/momiji-sohma-1-190x267.jpg?t=1625966020,"Male, Blonde Hair","Cursebearer, Hat, High School Student, Musician, Piercings, Teenager, Violinist",Fruits Basket,Fruits Basket
Kazuma SATOU,https://www.anime-planet.com/characters/kazuma-satou,https://cdn.anime-planet.com/characters/primary/kazuma-satou-1-190x266.jpg?t=1625993831,"Male, Brown Hair","Analytical, Magic User, NEET, Person in a Strange World, Pervert, Teenager, Thief",Isekai Quartet,KonoSuba: An Explosion on this Wonderful World!
Uryu ISHIDA,https://www.anime-planet.com/characters/uryu-ishida,https://cdn.anime-planet.com/characters/primary/uryu-ishida-1-190x266.jpg?t=1639955996,"Male, Black Hair","Analytical, Archer, Glasses, High School Student, Superpowers, Teenager",Bleach,Bleach
Chihiro OGINO,https://www.anime-planet.com/characters/chihiro-ogino,https://cdn.anime-planet.com/characters/primary/chihiro-ogino-1-190x266.jpg?t=1625965918,"Female, Brown Hair","Child, Person in a Strange World, Ponytail, Rosy Cheeks",Iblard Jikan,Spirited Away
Jotaro KUJO,https://www.anime-planet.com/characters/jotaro-kujo,https://cdn.anime-planet.com/characters/primary/jotaro-kujo-1-190x266.jpg?t=1625971430,"Male, Black Hair","Hat, Muscular, Piercings, Smoker",JoJo's Bizarre Adventure,Fujiko no Kimyou na Shoseijutsu: Whitesnake no Gosan
Hancock BOA,https://www.anime-planet.com/characters/hancock-boa,https://cdn.anime-planet.com/characters/primary/hancock-boa-1-190x266.jpg?t=1625965588,"Female, Black Hair","Adult, Femme Fatale, Flirt, Pirate, Royalty, Sailor, Superpowers",Hungry Days x Bump of Chicken: Kinen Satsuei,One Piece
Mizore SHIRAYUKI,https://www.anime-planet.com/characters/mizore-shirayuki,https://cdn.anime-planet.com/characters/primary/mizore-shirayuki-1-190x267.jpg?t=1625966611,"Female, Purple Hair","High School Student, Shy, Stalker, Sweet Tooth, Teenager, Youkai, Yuki-onna",Rosario + Vampire,Rosario + Vampire
Jibril,https://www.anime-planet.com/characters/jibril,https://cdn.anime-planet.com/characters/primary/jibril-1-190x294.jpg?t=1625991380,"Female, Pink Hair","Angel, Animal Ears, Bookworm, Exotic Eyes, Magic User, Tail, Wings",No Game No Life,No Game No Life
Laxus DREYAR,https://www.anime-planet.com/characters/laxus-dreyar,https://cdn.anime-planet.com/characters/primary/laxus-dreyar-1-285x400.webp?t=1660290423,"Male, Blonde Hair","Adult, Big Ego, Elemental Powers, Lightning Powers, Magic User, Muscular, Scar",Fairy Tail,Fairy Tail
Chuuya NAKAHARA,https://www.anime-planet.com/characters/chuuya-nakahara,https://cdn.anime-planet.com/characters/primary/chuuya-nakahara-1-190x263.jpg?t=1626002796,"Male, Orange Hair","Adult, Choker, Gangster, Gloves, Gravity Manipulator, Hat, Hot-Headed, Superpowers",Bungo Stray Dogs,Bungo Stray Dogs
Olivier Mira ARMSTRONG,https://www.anime-planet.com/characters/olivier-mira-armstrong,https://cdn.anime-planet.com/characters/primary/olivier-mira-armstrong-1-190x266.jpg?t=1625966008,"Female, Blonde Hair","Adult, Blinding Bangs, Bossy, Hot-Headed, Military, Sword Fighter",Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist
Mello,https://www.anime-planet.com/characters/mello,https://cdn.anime-planet.com/characters/primary/mello-1-190x266.jpg?t=1625965726,"Male, Blonde Hair","Analytical, Sweet Tooth, Teenager",Death Note,Death Note
Ash Lynx,https://www.anime-planet.com/characters/ash-lynx,https://cdn.anime-planet.com/characters/primary/ash-lynx-1-190x266.jpg?t=1625994835,"Male, Blonde Hair","Bisexual, Charismatic, Gangster, Gunslinger, LGBT+, Teenager",Banana Fish,Banana Fish
Aqua,https://www.anime-planet.com/characters/aqua,https://cdn.anime-planet.com/characters/primary/aqua-1-190x266.jpg?t=1625993830,"Female, Blue Hair","Choker, Crybaby, Deity, Elemental Powers, Healing Powers, Heavy Drinker, Magic User, Ponytail, Water Powers",Isekai Quartet,KonoSuba: An Explosion on this Wonderful World!
Archer,https://www.anime-planet.com/characters/archer,https://cdn.anime-planet.com/characters/primary/archer-1-190x266.jpg?t=1625966667,"Male, White Hair","Amnesia, Archer, Dark-skinned, Dual Wielder, Immortal, Magical Familiar, Sword Fighter, Warrior",Carnival Phantasm,All Around Type-Moon: Ahnenerbe no Nichijou
Chii,https://www.anime-planet.com/characters/chii,https://cdn.anime-planet.com/characters/primary/chii-1-190x266.jpg?t=1625965667,"Female, Blonde Hair","Amnesia, Android, Rapunzel Hair, Robot, Verbal Tic",Chibits,Chobits
Trafalgar LAW,https://www.anime-planet.com/characters/trafalgar-law,https://cdn.anime-planet.com/characters/primary/trafalgar-law-1-190x266.jpg?t=1625967179,"Male, Black Hair","Adult, Doctor, Eye Bags, Facial Hair, Hat, Piercings, Pirate, Sailor, Superpowers, Sword Fighter, Tattoo, Teleportation Powers",Fanta x One Piece,One Piece
Moka AKASHIYA,https://www.anime-planet.com/characters/moka-akashiya,https://cdn.anime-planet.com/characters/primary/moka-akashiya-1-190x285.jpg?t=1625966610,"Female, Pink Hair","Choker, Hair Antenna, High School Student, Human Guise, Teenager, Vampire",Rosario + Vampire,Rosario + Vampire
Daichi SAWAMURA,https://www.anime-planet.com/characters/daichi-sawamura,https://cdn.anime-planet.com/characters/primary/daichi-sawamura-1-190x266.jpg?t=1625991211,"Male, Black Hair","Athlete, High School Student, Team Captain, Teenager, Volleyball Player",Haikyuu!!,Haikyuu!!
Yachiru KUSAJISHI,https://www.anime-planet.com/characters/yachiru-kusajishi,https://cdn.anime-planet.com/characters/primary/yachiru-kusajishi-1-285x399.webp?t=1639963053,"Female, Pink Hair","Agent of the Afterlife, Hyperactive, No Sense of Direction, Rosy Cheeks, Shinigami",Bleach,Bleach
Conny SPRINGER,https://www.anime-planet.com/characters/conny-springer,https://cdn.anime-planet.com/characters/primary/conny-springer-1-190x266.jpg?t=1625972798,"Male, Grey Hair","Airhead, Buzz Cut, Military, Sword Fighter",20-pun de Oitsukeru: Attack on Titan,Attack on Titan
Shinya KOUGAMI,https://www.anime-planet.com/characters/shinya-kougami,https://cdn.anime-planet.com/characters/primary/shinya-kougami-1-190x280.jpg?t=1625979161,"Male, Black Hair","Adult, Analytical, Knife Fighter, Police, Smoker",PSYCHO-PASS,Gakuen Psycho-Pass
Dracule MIHAWK,https://www.anime-planet.com/characters/juracule-mihawk,https://cdn.anime-planet.com/characters/primary/juracule-mihawk-1-190x266.jpg?t=1625965587,"Male, Black Hair","Adult, Facial Hair, Hat, Oversized Weapon, Pirate, Sailor, Sword Fighter",Hungry Days x Bump of Chicken: Kinen Satsuei,One Piece
Kotomi ICHINOSE,https://www.anime-planet.com/characters/kotomi-ichinose,https://cdn.anime-planet.com/characters/primary/kotomi-ichinose-1-190x266.jpg?t=1625965418,"Female, Purple Hair","Airhead, Bookworm, Musician, Pigtails, Shy, Stoic, Tone Deaf, Violinist",Clannad,Clannad
Shigeo KAGEYAMA,https://www.anime-planet.com/characters/shigeo-kageyama,https://cdn.anime-planet.com/characters/primary/shigeo-kageyama-1-190x267.jpg?t=1626003484,"Male, Black Hair","Bowl Cut, Dandere, Middle School Student, Pacifist, Psychic Powers, Shy, Superpowers, Teenager",Mob Psycho 100,Mob Psycho 100
Emilia,https://www.anime-planet.com/characters/emilia,https://cdn.anime-planet.com/characters/primary/emilia-1-190x266.jpg?t=1625995341,"Female, Grey Hair","Braids, Elemental Powers, Elf, Half-Breed, Ice Powers, Magic User, Pointy Ears, Spirit Seer",He Wei Dao x Re:ZERO: Starting Life in Another World,Re:ZERO -Starting Life in Another World- Chapter 1: A Day in the Capital
Kyoka JIRO,https://www.anime-planet.com/characters/kyoka-jiro,https://cdn.anime-planet.com/characters/primary/kyoka-jiro-1-190x285.jpg?t=1625993022,"Female, Purple Hair","High School Student, Superpowers, Teenager",My Hero Academia,My Hero Academia
Mephisto PHELES,https://www.anime-planet.com/characters/mephisto-pheles,https://cdn.anime-planet.com/characters/primary/mephisto-pheles-1-285x399.webp?t=1706388889,"Male, Multicolored Hair","Demon, Demon Hunter, Exorcist, Eye Bags, Facial Hair, Gloves, Hair Antenna, Hat, Manipulative, Otaku, Pointy Ears, Shapeshifter, Sweet Tooth, Teleportation Powers, Time Manipulator",Blue Exorcist,Blue Exorcist
Kaname KURAN,https://www.anime-planet.com/characters/kaname-kuran,https://cdn.anime-planet.com/characters/primary/kaname-kuran-1-190x266.jpg?t=1625966265,"Male, Brown Hair","High School Student, Nobility, Vampire",Vampire Knight,Vampire Knight
